First,Last,StudentID,Grade,ScanTime,Status
Sanda,Laramie,133617,10,1/25/2022 7:42,Present on time
Maile,Linahan,461667,11,1/25/2022 7:42,Present on time
Reena,Maisto,7234513,10,1/25/2022 7:42,Present on time
Georgeanna,Marrano,2641232,9,1/25/2022 7:42,Present on time
Kassandra,Marushia,7757614,11,1/25/2022 7:42,Present on time
Vallie,Mondella,5322366,11,1/25/2022 7:42,Present on time
Thea,Petermeier,7364676,10,1/25/2022 7:42,Present on time
Glendora,Pezley,7644317,10,1/25/2022 7:42,Present on time
Freeman,Rudig,5480146,10,1/25/2022 7:42,Present on time
Francesco,Sarchet,2362177,9,1/25/2022 7:42,Present on time
Asha,Zoldak,1733265,9,1/25/2022 7:42,Present on time
Kaycee,Alaibilla,1042184,9,1/25/2022 7:43,Present on time
Judy,Aquas,5454462,10,1/25/2022 7:43,Present on time
Gaynell,Benavente,7105736,9,1/25/2022 7:43,Present on time
Karina,Cortesi,7514732,11,1/25/2022 7:43,Present on time
Theola,Frey,7568732,10,1/25/2022 7:43,Present on time
Suzi,Groom,4638441,9,1/25/2022 7:43,Present on time
Kate,Keneipp,3451621,10,1/25/2022 7:43,Present on time
Nan,Koppinger,2875470,9,1/25/2022 7:43,Present on time
Rosendo,Lanter,2381165,12,1/25/2022 7:43,Present on time
Sharee,Maile,5462551,12,1/25/2022 7:43,Present on time
Annice,Peckens,8544776,9,1/25/2022 7:43,Present on time
Ashlyn,Pinilla,2256478,11,1/25/2022 7:43,Present on time
Cathrine,Pontoriero,1540336,9,1/25/2022 7:43,Present on time
My,Rantanen,1612641,9,1/25/2022 7:43,Present on time
Stephanie,Rolling,8477432,9,1/25/2022 7:43,Present on time
Sylvie,Ryser,1312263,12,1/25/2022 7:43,Present on time
Dalene,Schoeneck,1443633,11,1/25/2022 7:43,Present on time
Elke,Sengbusch,1116450,12,1/25/2022 7:43,Present on time
Long,Shintaku,237515,12,1/25/2022 7:43,Present on time
Van,Shire,2246323,10,1/25/2022 7:43,Present on time
Winfred,Brucato,3334157,11,1/25/2022 7:44,Present on time
Miss,Dunning,6056457,10,1/25/2022 7:44,Present on time
Freeman,Gochal,4065153,9,1/25/2022 7:44,Present on time
Dorthy,Hidvegi,3856715,9,1/25/2022 7:44,Present on time
Shawnee,Kesten,1145323,9,1/25/2022 7:44,Present on time
Olive,Matuszak,7643174,10,1/25/2022 7:44,Present on time
Chauncey,Mcelreath,1311127,12,1/25/2022 7:44,Present on time
Jenelle,Regusters,5623135,11,1/25/2022 7:44,Present on time
Beata,Rubarts,1053842,10,1/25/2022 7:44,Present on time
Bo,Sabota,1257563,9,1/25/2022 7:44,Present on time
Hassie,Sarkin,6432518,9,1/25/2022 7:44,Present on time
Andra,Scheyer,3466634,9,1/25/2022 7:44,Present on time
Cherelle,Welschmeyer,1780707,10,1/25/2022 7:44,Present on time
Roslyn,Chavous,3315842,9,1/25/2022 7:45,Present on time
Rosio,Cork,1733214,10,1/25/2022 7:45,Present on time
Erin,Delbosque,2138534,11,1/25/2022 7:45,Present on time
Kendra,Loud,6132375,9,1/25/2022 7:45,Present on time
Truman,Mondale,6715522,11,1/25/2022 7:45,Present on time
Georgene,Montezuma,774043,11,1/25/2022 7:45,Present on time
Mindy,Presnal,3766766,9,1/25/2022 7:45,Present on time
Benton,Skursky,3287583,12,1/25/2022 7:45,Present on time
Joanne,Teoh,1124147,9,1/25/2022 7:45,Present on time
Merissa,Tomblin,1022643,12,1/25/2022 7:45,Present on time
Willis,Wylie,3442570,10,1/25/2022 7:45,Present on time
Joni,Breland,6615732,9,1/25/2022 7:46,Present on time
Clorinda,Heimann,6024478,10,1/25/2022 7:46,Present on time
Celeste,Korando,6282077,11,1/25/2022 7:46,Present on time
Theodora,Restrepo,2563401,9,1/25/2022 7:46,Present on time
Bernadine,Shufelt,6642445,12,1/25/2022 7:46,Present on time
Lon,Tibbles,5554657,10,1/25/2022 7:46,Present on time
Stevie,Westerbeck,4354813,10,1/25/2022 7:46,Present on time
Renato,Airhart,2544130,9,1/25/2022 7:47,Present on time
Sharen,Bourbon,5386535,10,1/25/2022 7:47,Present on time
Maxima,Brzozowski,8841710,10,1/25/2022 7:47,Present on time
Izetta,Dewar,4852633,10,1/25/2022 7:47,Present on time
Stephanie,Garlett,4575613,10,1/25/2022 7:47,Present on time
Lang,Heuring,6217162,10,1/25/2022 7:47,Present on time
Lera,Hua,6767243,10,1/25/2022 7:47,Present on time
Reita,Leto,8156446,11,1/25/2022 7:47,Present on time
Janae,Mair,3273412,12,1/25/2022 7:47,Present on time
Krissy,Rauser,5243777,10,1/25/2022 7:47,Present on time
Twila,Shadle,5545374,10,1/25/2022 7:47,Present on time
Tammara,Wardrip,6847451,9,1/25/2022 7:47,Present on time
Franchesca,Lamme,4744478,12,1/25/2022 7:48,Present on time
Huey,Marcille,6178054,9,1/25/2022 7:48,Present on time
Denna,Miklitz,8124135,10,1/25/2022 7:48,Present on time
Brinda,Mrkvicka,5165341,9,1/25/2022 7:48,Present on time
Sherita,Saras,6463087,9,1/25/2022 7:48,Present on time
Viva,Toelkes,5177702,10,1/25/2022 7:48,Present on time
Carissa,Batman,2626271,9,1/25/2022 7:49,Present on time
Laurena,Begin,2712617,10,1/25/2022 7:49,Present on time
Ellen,Fajen,6164726,11,1/25/2022 7:49,Present on time
Susy,Finstad,4452746,11,1/25/2022 7:49,Present on time
Gail,Kitty,7024123,9,1/25/2022 7:49,Present on time
Gregoria,Pawlowicz,6733213,11,1/25/2022 7:49,Present on time
Odette,Thigpen,5366787,11,1/25/2022 7:49,Present on time
Leanna,Tijerina,2382843,11,1/25/2022 7:49,Present on time
Carlee,Boulter,1241536,10,1/25/2022 7:50,Present on time
Jina,Briddick,1743174,10,1/25/2022 7:50,Present on time
Caren,Doscher,4733533,10,1/25/2022 7:50,Present on time
Jillian,Hailstone,5352563,10,1/25/2022 7:50,Present on time
Macy,Massay,8157648,10,1/25/2022 7:50,Present on time
Eura,Mcglocklin,6715476,10,1/25/2022 7:50,Present on time
Latrice,Tolfree,7571365,9,1/25/2022 7:50,Present on time
Nickie,Balonek,6110252,12,1/25/2022 7:51,Present on time
Bulah,Berkoff,1227544,9,1/25/2022 7:51,Present on time
Viola,Bitsuie,4032632,9,1/25/2022 7:51,Present on time
Pamella,Fortino,2171800,9,1/25/2022 7:51,Present on time
Shonda,Greenbush,8725277,10,1/25/2022 7:51,Present on time
Colette,Kardas,5626341,9,1/25/2022 7:51,Present on time
Lavelle,Lillywhite,2422074,11,1/25/2022 7:51,Present on time
Rickie,Plumer,523441,9,1/25/2022 7:51,Present on time
Caprice,Suell,4351522,12,1/25/2022 7:51,Present on time
Veta,Vandeberg,3413744,9,1/25/2022 7:51,Present on time
Coral,Helmcamp,7766604,11,1/25/2022 7:52,Present on time
Kayleigh,Lace,3343242,9,1/25/2022 7:52,Present on time
Fannie,Lungren,7283251,9,1/25/2022 7:52,Present on time
Meghann,Mamudoski,270241,9,1/25/2022 7:52,Present on time
Nu,Mcnease,2034216,10,1/25/2022 7:52,Present on time
Steffanie,Meinen,7217245,9,1/25/2022 7:52,Present on time
Luann,Michon,7844423,11,1/25/2022 7:52,Present on time
Glendora,Sarbacher,201145,9,1/25/2022 7:52,Present on time
Glory,Schieler,5171543,11,1/25/2022 7:52,Present on time
Hollis,Stanfield,3361127,11,1/25/2022 7:52,Present on time
Slyvia,Stockham,6043235,10,1/25/2022 7:52,Present on time
Quentin,Swayze,1215244,11,1/25/2022 7:52,Present on time
Johnathon,Wadden,3433772,10,1/25/2022 7:52,Present on time
Frank,Amend,5618461,9,1/25/2022 7:53,Present on time
Annmarie,Castros,5675822,12,1/25/2022 7:53,Present on time
Daniel,Dobler,7875377,10,1/25/2022 7:53,Present on time
Trevor,Harnist,363856,11,1/25/2022 7:53,Present on time
Nobuko,Logwood,1223266,9,1/25/2022 7:53,Present on time
Elli,Mclaird,8682011,10,1/25/2022 7:53,Present on time
Vincent,Meinerding,2767776,12,1/25/2022 7:53,Present on time
Clemencia,Momplaisir,5670521,10,1/25/2022 7:53,Present on time
Rikki,Montalgo,3771785,10,1/25/2022 7:53,Present on time
Lenna,Newville,2113334,11,1/25/2022 7:53,Present on time
Margo,Rand,2773440,10,1/25/2022 7:53,Present on time
Miriam,Stakes,6726488,10,1/25/2022 7:53,Present on time
Sheridan,Zane,4667437,10,1/25/2022 7:53,Present on time
Elvera,Benimadho,734231,10,1/25/2022 7:54,Present on time
Lauran,Burnard,6513781,9,1/25/2022 7:54,Present on time
Sarah,Candlish,5535270,11,1/25/2022 7:54,Present on time
Lonna,Diestel,661138,10,1/25/2022 7:54,Present on time
Rebecka,Gesick,5156147,10,1/25/2022 7:54,Present on time
Mable,Goerke,7627000,9,1/25/2022 7:54,Present on time
Robt,Hankison,6516145,12,1/25/2022 7:54,Present on time
Bok,Isaacs,1165642,11,1/25/2022 7:54,Present on time
Carmelina,Lindall,5662327,10,1/25/2022 7:54,Present on time
Elina,Maury,1186286,12,1/25/2022 7:54,Present on time
Belen,Nelton,2086406,12,1/25/2022 7:54,Present on time
Shawna,Palaspas,3434434,12,1/25/2022 7:54,Present on time
Tequila,Pelletier,7070761,10,1/25/2022 7:54,Present on time
Rosalind,Persechino,2341746,10,1/25/2022 7:54,Present on time
Apolonia,Warne,2776045,9,1/25/2022 7:54,Present on time
Lavonna,Wolny,332573,11,1/25/2022 7:54,Present on time
Rhea,Aredondo,4547516,10,1/25/2022 7:55,Present on time
Fletcher,Caneles,5153126,12,1/25/2022 7:55,Present on time
William,Cilento,2737288,12,1/25/2022 7:55,Present on time
Christa,Cloutier,4075417,11,1/25/2022 7:55,Present on time
Ming,Eskew,1223285,11,1/25/2022 7:55,Present on time
Elfrieda,Hinsch,646551,9,1/25/2022 7:55,Present on time
Cecily,Hollack,8461172,9,1/25/2022 7:55,Present on time
Deonna,Kippley,7843014,12,1/25/2022 7:55,Present on time
Adell,Lipkin,5252255,9,1/25/2022 7:55,Present on time
Wilson,Nickelson,2244076,10,1/25/2022 7:55,Present on time
Amie,Okuniewski,6621601,10,1/25/2022 7:55,Present on time
Nieves,Planty,3831717,10,1/25/2022 7:55,Present on time
Julianna,Racer,336627,11,1/25/2022 7:55,Present on time
Nana,Wrinkles,7750264,11,1/25/2022 7:55,Present on time
Felton,Yafuso,771460,9,1/25/2022 7:55,Present on time
Von,Aprigliano,8372565,11,1/25/2022 7:56,Present on time
Aleisha,Areizaga,2625514,10,1/25/2022 7:56,Present on time
Lindsey,Arnoldi,248231,9,1/25/2022 7:56,Present on time
Novella,Degroot,235854,11,1/25/2022 7:56,Present on time
Dorcas,Diebold,5676144,11,1/25/2022 7:56,Present on time
Jules,Erichsen,6252075,11,1/25/2022 7:56,Present on time
Elena,Hairr,1820332,11,1/25/2022 7:56,Present on time
Latonia,Helander,7451655,11,1/25/2022 7:56,Present on time
Carlene,Kana,2647874,12,1/25/2022 7:56,Present on time
Tayna,Keirnan,3635364,10,1/25/2022 7:56,Present on time
Johna,Magathan,1346611,10,1/25/2022 7:56,Present on time
Edna,Miceli,4436373,9,1/25/2022 7:56,Present on time
Becky,Mirafuentes,7503676,11,1/25/2022 7:56,Present on time
Xenia,Mushero,2713064,9,1/25/2022 7:56,Present on time
Callie,Neikirk,5404841,10,1/25/2022 7:56,Present on time
Milly,Pattengale,1143355,10,1/25/2022 7:56,Present on time
Marnie,Purslow,3156540,11,1/25/2022 7:56,Present on time
Stanton,Rigazio,166487,9,1/25/2022 7:56,Present on time
Helene,Rodenberger,5423145,11,1/25/2022 7:56,Present on time
Eladia,Saulter,1506441,12,1/25/2022 7:56,Present on time
Youlanda,Schemmer,6652226,10,1/25/2022 7:56,Present on time
Harris,Sheck,2225167,12,1/25/2022 7:56,Present on time
Hillary,Skulski,1132227,10,1/25/2022 7:56,Present on time
Lonny,Weglarz,7837214,11,1/25/2022 7:56,Present on time
Tonette,Wenner,5872136,12,1/25/2022 7:56,Present on time
Shakira,Westervelt,6308488,10,1/25/2022 7:56,Present on time
Jerry,Zurcher,6524076,9,1/25/2022 7:56,Present on time
Stephaine,Barfield,2413567,12,1/25/2022 7:57,Present on time
Alana,Blackmon,5623681,9,1/25/2022 7:57,Present on time
Rutha,Eisert,1842627,11,1/25/2022 7:57,Present on time
Gregg,Epperheimer,370412,10,1/25/2022 7:57,Present on time
Wilda,Giguere,4335574,11,1/25/2022 7:57,Present on time
Lavonda,Hengel,6221852,10,1/25/2022 7:57,Present on time
Marleen,Hennon,3437724,10,1/25/2022 7:57,Present on time
Valene,Madson,7186767,11,1/25/2022 7:57,Present on time
Lorean,Martabano,7156015,9,1/25/2022 7:57,Present on time
Reyes,Mesmer,5245277,9,1/25/2022 7:57,Present on time
Desirae,Oien,2667707,9,1/25/2022 7:57,Present on time
Crissy,Pacholec,7507023,10,1/25/2022 7:57,Present on time
Esteban,Plantenberg,2632371,9,1/25/2022 7:57,Present on time
Talia,Riopelle,660436,9,1/25/2022 7:57,Present on time
Tiffiny,Steffensmeier,325773,9,1/25/2022 7:57,Present on time
Lelia,Thiemann,2623576,12,1/25/2022 7:57,Present on time
Hermila,Thyberg,4716256,10,1/25/2022 7:57,Present on time
Arlette,Torchio,6101203,11,1/25/2022 7:57,Present on time
Krystal,Twyman,1684733,11,1/25/2022 7:57,Present on time
Iesha,Wardle,8765587,9,1/25/2022 7:57,Present on time
Davida,Zeng,7014851,10,1/25/2022 7:57,Present on time
Maynard,Zufall,2617725,9,1/25/2022 7:57,Present on time
Denny,Amazan,2260826,10,1/25/2022 7:58,Present on time
Leonor,Beilinson,2067651,10,1/25/2022 7:58,Present on time
Keneth,Borgman,4546776,9,1/25/2022 7:58,Present on time
Ronny,Caiafa,8050444,9,1/25/2022 7:58,Present on time
Yvette,Capiga,7221575,12,1/25/2022 7:58,Present on time
Lashaun,Casteneda,8687660,10,1/25/2022 7:58,Present on time
Bev,Dermo,716723,10,1/25/2022 7:58,Present on time
Stephen,Emigh,420463,10,1/25/2022 7:58,Present on time
Helga,Fredicks,7581040,12,1/25/2022 7:58,Present on time
An,Fritz,3646754,10,1/25/2022 7:58,Present on time
Effie,Frymark,6073772,11,1/25/2022 7:58,Present on time
Brandon,Geigel,4811677,10,1/25/2022 7:58,Present on time
Sheldon,Isachsen,4637480,12,1/25/2022 7:58,Present on time
Lettie,Isenhower,5728018,9,1/25/2022 7:58,Present on time
Corazon,Ivaska,7721062,11,1/25/2022 7:58,Present on time
Madonna,Landman,3366271,10,1/25/2022 7:58,Present on time
Alex,Loader,6576768,9,1/25/2022 7:58,Present on time
Gracia,Melnyk,2785186,10,1/25/2022 7:58,Present on time
Dolores,Moltz,3164774,12,1/25/2022 7:58,Present on time
Myra,Munns,7433665,9,1/25/2022 7:58,Present on time
Felicidad,Poullion,751057,9,1/25/2022 7:58,Present on time
Brice,Rowe,2818732,10,1/25/2022 7:58,Present on time
Staci,Schmaltz,4528216,10,1/25/2022 7:58,Present on time
Alishia,Sergi,322545,9,1/25/2022 7:58,Present on time
Shalon,Shadrick,672351,10,1/25/2022 7:58,Present on time
Layla,Springe,2734258,10,1/25/2022 7:58,Present on time
Florencia,Stadel,511120,12,1/25/2022 7:58,Present on time
Amber,Windell,7804554,9,1/25/2022 7:58,Present on time
Shawnda,Yori,8437515,10,1/25/2022 7:58,Present on time
Tasia,Andreason,3110728,11,1/25/2022 7:59,Present on time
Ocie,Chreene,5575642,9,1/25/2022 7:59,Present on time
Ammie,Corrio,7708510,11,1/25/2022 7:59,Present on time
Bong,Fears,1784332,10,1/25/2022 7:59,Present on time
Tiera,Frankel,1256751,10,1/25/2022 7:59,Present on time
Anissa,Frayer,7000836,10,1/25/2022 7:59,Present on time
Leonida,Gobern,4435537,9,1/25/2022 7:59,Present on time
Lawanda,Jacocks,3486654,9,1/25/2022 7:59,Present on time
Arlene,Klusman,467715,9,1/25/2022 7:59,Present on time
Broderick,Lorenz,8727030,9,1/25/2022 7:59,Present on time
Providencia,Marien,7305431,10,1/25/2022 7:59,Present on time
Margart,Meisel,5424263,9,1/25/2022 7:59,Present on time
Matthew,Neither,3267140,9,1/25/2022 7:59,Present on time
Vallie,Nigl,3205674,10,1/25/2022 7:59,Present on time
Iluminada,Ohms,2320264,9,1/25/2022 7:59,Present on time
Jolene,Ostolaza,8826224,10,1/25/2022 7:59,Present on time
Howard,Paulas,5756626,12,1/25/2022 7:59,Present on time
Allene,Perera,341732,10,1/25/2022 7:59,Present on time
Ellsworth,Rieg,3764564,9,1/25/2022 7:59,Present on time
Jeannine,Rippy,1436217,12,1/25/2022 7:59,Present on time
Ruby,Sensibaugh,4175146,12,1/25/2022 7:59,Present on time
Lashawnda,Stuer,2307383,9,1/25/2022 7:59,Present on time
Carmen,Sweigard,4144717,10,1/25/2022 7:59,Present on time
Yuki,Whobrey,5214167,11,1/25/2022 7:59,Present on time
Elouise,Gwalthney,170118,10,1/25/2022 8:00,Present on time
Blossom,Kraatz,302867,10,1/25/2022 8:00,Present on time
Lashaunda,Lizama,8232267,10,1/25/2022 8:00,Present on time
Herminia,Nicolozakes,6350877,10,1/25/2022 8:00,Present on time
Erick,Nievas,4675635,10,1/25/2022 8:00,Present on time
Yaeko,Orndoff,2332431,10,1/25/2022 8:00,Present on time
Lauryn,Randol,5536817,11,1/25/2022 8:00,Present on time
Gayla,Schnitzler,4423275,9,1/25/2022 8:00,Present on time
Ernest,Syrop,5827301,12,1/25/2022 8:00,Present on time
Jamal,Vanausdal,1565272,10,1/25/2022 8:00,Present on time
Hubert,Walthall,1387560,12,1/25/2022 8:00,Present on time
Fausto,Agramonte,3762235,12,1/25/2022 8:01,Present on time
Sherell,Despain,1111368,10,1/25/2022 8:01,Present on time
Lindsey,Dilello,4217214,11,1/25/2022 8:01,Present on time
Sharika,Eanes,7647732,12,1/25/2022 8:01,Present on time
Jolanda,Hanafan,1036410,9,1/25/2022 8:01,Present on time
Hollis,Keomuangtai,2881455,9,1/25/2022 8:01,Present on time
Jose,Kylish,2568023,11,1/25/2022 8:01,Present on time
Leslee,Matsuno,8872725,10,1/25/2022 8:01,Present on time
Alisha,Slusarski,3186331,9,1/25/2022 8:01,Present on time
Dianne,Tomasic,2264714,9,1/25/2022 8:01,Present on time
Frank,Tryninewski,73257,9,1/25/2022 8:01,Present on time
Audry,Yaw,2363218,12,1/25/2022 8:01,Present on time
Johnetta,Abdallah,5162046,12,1/25/2022 8:02,Present on time
Barbra,Adkin,5053664,10,1/25/2022 8:02,Present on time
Nydia,Ancar,5157202,11,1/25/2022 8:02,Present on time
Annamae,Beliles,2752771,11,1/25/2022 8:02,Present on time
Kristofer,Bennick,7654760,11,1/25/2022 8:02,Present on time
Chu,Collopy,6318457,9,1/25/2022 8:02,Present on time
Hannah,Edmison,4274720,9,1/25/2022 8:02,Present on time
Chandra,Firlik,6328462,12,1/25/2022 8:02,Present on time
Michal,Gunyan,2166515,10,1/25/2022 8:02,Present on time
Valentin,Klimek,8667416,12,1/25/2022 8:02,Present on time
Abel,Maclead,4227776,12,1/25/2022 8:02,Present on time
Laticia,Merced,1251016,12,1/25/2022 8:02,Present on time
Simona,Morasca,5123202,11,1/25/2022 8:02,Present on time
Moon,Parlato,3747144,9,1/25/2022 8:02,Present on time
Colton,Pesqueira,7350414,9,1/25/2022 8:02,Present on time
Jacqueline,Rowling,7624521,10,1/25/2022 8:02,Present on time
Marcelle,Staie,6245138,10,1/25/2022 8:02,Present on time
Ira,Betterton,3567164,11,1/25/2022 8:03,Present on time
Detra,Coyier,8646178,9,1/25/2022 8:03,Present on time
Cyril,Daufeldt,4320173,10,1/25/2022 8:03,Present on time
Avery,Demus,4675147,10,1/25/2022 8:03,Present on time
Jacinta,Deppen,8753727,10,1/25/2022 8:03,Present on time
Denae,Eggers,5470364,11,1/25/2022 8:03,Present on time
Albina,Glick,2403324,10,1/25/2022 8:03,Present on time
Mozelle,Hermon,4443765,12,1/25/2022 8:03,Present on time
Ettie,Hoopengardner,3362158,11,1/25/2022 8:03,Present on time
Aileen,Klukken,5862872,10,1/25/2022 8:03,Present on time
Mari,Lueckenbach,537404,11,1/25/2022 8:03,Present on time
Armanda,Mcduffie,4255368,10,1/25/2022 8:03,Present on time
Justine,Mugnolo,6122400,11,1/25/2022 8:03,Present on time
Carol,Normington,4723676,11,1/25/2022 8:03,Present on time
Shaun,Scovil,3560561,9,1/25/2022 8:03,Present on time
Kenia,Sharples,2457348,9,1/25/2022 8:03,Present on time
Beckie,Silvestrini,1224446,9,1/25/2022 8:03,Present on time
Shawnna,Arredondo,4262628,11,1/25/2022 8:04,Present on time
Kiley,Caldarera,377836,10,1/25/2022 8:04,Present on time
Lezlie,Craghead,6147281,9,1/25/2022 8:04,Present on time
Bernardo,Figeroa,7224623,9,1/25/2022 8:04,Present on time
Catarina,Gleich,2708665,11,1/25/2022 8:04,Present on time
Mollie,Mcdoniel,4342514,12,1/25/2022 8:04,Present on time
Katina,Polidori,3062127,9,1/25/2022 8:04,Present on time
Kasandra,Semidey,8144686,9,1/25/2022 8:04,Present on time
Virgina,Tegarden,6267714,10,1/25/2022 8:04,Present on time
France,Buzick,2135224,9,1/25/2022 8:05,Present on time
Otis,Luong,3062647,9,1/25/2022 8:05,Present on time
Kris,Marrier,6744435,11,1/25/2022 8:05,Present on time
Vonda,Normandeau,4205775,11,1/25/2022 8:05,Present on time
Kristeen,Turinetti,3648561,11,1/25/2022 8:05,Present on time
Melynda,Anstead,2114223,10,1/25/2022 8:06,Present on time
Paulina,Arand,2726767,11,1/25/2022 8:06,Present on time
Jani,Biddy,3371552,9,1/25/2022 8:06,Present on time
Carmela,Cookey,3548277,9,1/25/2022 8:06,Present on time
Viola,Eddens,5445,10,1/25/2022 8:06,Present on time
Casie,Good,1860118,11,1/25/2022 8:06,Present on time
Alesia,Hixenbaugh,8155508,11,1/25/2022 8:06,Present on time
Lawrence,Lorens,1821553,12,1/25/2022 8:06,Present on time
Earleen,Mai,3372672,11,1/25/2022 8:06,Present on time
Josefa,Opitz,2151072,12,1/25/2022 8:06,Present on time
Toi,Rollison,5754143,10,1/25/2022 8:06,Present on time
Ty,Smith,4421760,11,1/25/2022 8:06,Present on time
Antonio,Unruh,361451,12,1/25/2022 8:06,Present on time
Sherly,Vitrano,4555220,10,1/25/2022 8:06,Present on time
Nathalie,Corners,2858536,12,1/25/2022 8:07,Present on time
Luisa,Harnish,1055540,12,1/25/2022 8:07,Present on time
Felix,Hirpara,7340555,11,1/25/2022 8:07,Present on time
Jaime,Lowrance,8245273,12,1/25/2022 8:07,Present on time
Lavera,Perin,3056247,12,1/25/2022 8:07,Present on time
Ernie,Stenseth,8565017,12,1/25/2022 8:07,Present on time
Tandra,Castillanos,2062615,10,1/25/2022 8:08,Present on time
Taryn,Moyd,6730543,10,1/25/2022 8:08,Present on time
Jovita,Oles,8667314,10,1/25/2022 8:08,Present on time
Antione,Onofrio,51323,11,1/25/2022 8:08,Present on time
Martina,Staback,567107,12,1/25/2022 8:08,Present on time
Dahlia,Benett,7726454,12,1/25/2022 8:09,Present on time
Jettie,Mconnell,7053326,12,1/25/2022 8:09,Present on time
Billye,Miro,4177825,12,1/25/2022 8:09,Present on time
Demetra,Peth,5765171,10,1/25/2022 8:09,Present on time
Stephaine,Vinning,5605253,10,1/25/2022 8:09,Present on time
Gearldine,Haberle,5735664,9,1/25/2022 8:10,Tardy
Eun,Coody,1540223,10,1/25/2022 8:11,Tardy
Billi,Kazar,7511066,10,1/25/2022 8:11,Tardy
Ligia,Reiber,1804756,12,1/25/2022 8:11,Tardy
Dick,Wenzinger,7777682,10,1/25/2022 8:11,Tardy
Alyce,Arias,6333332,10,1/25/2022 8:12,Tardy
Lisha,Centini,8524541,9,1/25/2022 8:12,Tardy
Marguerita,Hiatt,5467567,11,1/25/2022 8:12,Tardy
Rana,Lehn,8311533,11,1/25/2022 8:12,Tardy
Chuck,Berggren,4536675,9,1/25/2022 8:13,Tardy
Jerry,Dallen,8147308,12,1/25/2022 8:13,Present on time
Phil,Kuechler,7662643,11,1/25/2022 8:13,Tardy
Oliva,Ramerez,7101753,11,1/25/2022 8:13,Tardy
Shannan,Cupit,6134336,10,1/25/2022 8:14,Tardy
Truman,Feichtner,5331577,11,1/25/2022 8:14,Tardy
Shala,Ogle,3126541,12,1/25/2022 8:14,Present on time
Hildegarde,Wehrwein,3526715,9,1/25/2022 8:14,Tardy
Georgiana,Colbath,4458257,9,1/25/2022 8:15,Tardy
Louisa,Cronauer,2726333,12,1/25/2022 8:15,Present on time
Samira,Heintzman,7527614,12,1/25/2022 8:15,Tardy
Zoila,Lannigan,6170652,12,1/25/2022 8:15,Tardy
Cassi,Wildfong,7407022,11,1/25/2022 8:15,Tardy
Timothy,Bussert,3756627,9,1/25/2022 8:16,Tardy
Helaine,Halter,315465,12,1/25/2022 8:16,Present on time
Florinda,Haycock,6255623,11,1/25/2022 8:16,Tardy
Vivan,Oppy,4640404,11,1/25/2022 8:16,Tardy
Herminia,Penso,1313404,12,1/25/2022 8:16,Tardy
Lorrine,Worlds,5025273,12,1/25/2022 8:16,Present on time
Ahmed,Angalich,2027823,11,1/25/2022 8:17,Tardy
Loreta,Timenez,2586241,11,1/25/2022 8:17,Tardy
Raul,Upthegrove,2871554,12,1/25/2022 8:17,Tardy
Fidelia,Vilven,7061034,9,1/25/2022 8:17,Tardy
Kanisha,Waycott,3213602,11,1/25/2022 8:17,Tardy
Solange,Shinko,3887764,9,1/25/2022 8:18,Tardy
Derick,Dhamer,6361536,12,1/25/2022 8:19,Present on time
Rene,Granier,4262763,11,1/25/2022 8:19,Tardy
Mattie,Poquette,7442771,12,1/25/2022 8:19,Tardy
Adela,Echegoyen,3246307,10,1/25/2022 8:20,Tardy
Azalee,Aja,3413346,11,1/25/2022 8:21,Tardy
Raina,Brachle,3324350,12,1/25/2022 8:21,Present on time
Ricarda,Kratt,5335357,12,1/25/2022 8:21,Tardy
Leontine,Stalma,1033112,12,1/25/2022 8:21,Tardy
Beatriz,Corrington,2273236,11,1/25/2022 8:22,Tardy
Adelina,Nabours,3374526,12,1/25/2022 8:22,Present on time
Yolande,Staiano,3474303,10,1/25/2022 8:22,Tardy
Gwenn,Suffield,2140216,11,1/25/2022 8:22,Tardy
Ronnie,Kettelle,1412700,9,1/25/2022 8:23,Tardy
Anjelica,Lovero,7744231,12,1/25/2022 8:23,Present on time
Lorrie,Nestle,5382333,12,1/25/2022 8:23,Tardy
Leota,Ragel,6522230,10,1/25/2022 8:23,Tardy
Janine,Rhoden,6228577,12,1/25/2022 8:23,Tardy
Avery,Steier,443084,12,1/25/2022 8:23,Tardy
Wynell,Dorshorst,1726433,9,1/25/2022 8:24,Tardy
Terrilyn,Rodeigues,8643456,10,1/25/2022 8:25,Tardy
Lynsey,Sport,7044557,10,1/25/2022 8:25,Tardy
Gilma,Liukko,7033167,10,1/25/2022 8:27,Present on time
Cammy,Albares,6371735,11,1/25/2022 8:31,Tardy
Giovanna,Bacho,6121403,10,1/25/2022 8:31,Tardy
Coral,Brennick,2325224,9,1/25/2022 8:31,Tardy
Caitlin,Julia,2245568,12,1/25/2022 8:31,Tardy
Thurman,Manno,2774236,12,1/25/2022 8:31,Tardy
Yoko,Fishburne,2773571,12,1/25/2022 8:32,Present on time
Starr,Prothro,1735862,12,1/25/2022 8:32,Tardy
Cordelia,Storment,775624,12,1/25/2022 8:33,Present on time
Chanel,Caudy,5737136,12,1/25/2022 8:34,Present on time
Barney,Hagen,8822140,12,1/25/2022 8:34,Present on time
Golda,Kaniecki,4543322,12,1/25/2022 8:34,Present on time
Penney,Weight,841181,12,1/25/2022 8:34,Present on time
Glenn,Berray,4365772,12,1/25/2022 8:35,Tardy
Portia,Stimmel,6564756,10,1/25/2022 8:35,Tardy
