Date,First,Last,StudentID,CourseSection,Attendance,Teacher,Period,Grade
1/27/2022,Sharen,Bourbon,5386535,MR21-06,P,"Boudrie, P",6,10
1/27/2022,Tandra,Castillanos,2062615,MR21-06,P,"Boudrie, P",6,10
1/27/2022,Ammie,Corrio,7708510,MR21-06,P,"Boudrie, P",6,11
1/27/2022,Bev,Dermo,716723,MR21-06,P,"Boudrie, P",6,10
1/27/2022,Adela,Echegoyen,3246307,MR21-06,P,"Boudrie, P",6,10
1/27/2022,Jesusita,Flister,4388827,MR21-06,P,"Boudrie, P",6,11
1/27/2022,Lasandra,Frisinger,6160373,MR21-06,P,"Boudrie, P",6,11
1/27/2022,Janey,Gabisi,7454610,MR21-06,A,"Boudrie, P",6,10
1/27/2022,Rebecka,Gesick,5156147,MR21-06,P,"Boudrie, P",6,10
1/27/2022,Brittni,Gillaspie,2772578,MR21-06,P,"Boudrie, P",6,11
1/27/2022,Lavonda,Hengel,6221852,MR21-06,P,"Boudrie, P",6,10
1/27/2022,Noemi,Ill,7761232,MR21-06,A,"Boudrie, P",6,11
1/27/2022,Kate,Keneipp,3451621,MR21-06,P,"Boudrie, P",6,10
1/27/2022,Dean,Ketelsen,6714140,MR21-06,P,"Boudrie, P",6,11
1/27/2022,Leontine,Lafoy,1523513,MR21-06,P,"Boudrie, P",6,10
1/27/2022,Elza,Lipke,2660148,MR21-06,P,"Boudrie, P",6,10
1/27/2022,Corinne,Loder,1667724,MR21-06,P,"Boudrie, P",6,10
1/27/2022,Markus,Lukasik,7742321,MR21-06,P,"Boudrie, P",6,11
1/27/2022,Blair,Malet,7822000,MR21-06,P,"Boudrie, P",6,10
1/27/2022,Lauryn,Randol,5536817,MR21-06,P,"Boudrie, P",6,11
1/27/2022,Jimmie,Snelling,4811256,MR21-06,P,"Boudrie, P",6,10
1/27/2022,Layla,Springe,2734258,MR21-06,P,"Boudrie, P",6,10
1/27/2022,Miriam,Stakes,6726488,MR21-06,P,"Boudrie, P",6,10
1/27/2022,Odette,Thigpen,5366787,MR21-06,P,"Boudrie, P",6,11
1/27/2022,Catalina,Tillotson,6347144,MR21-06,A,"Boudrie, P",6,11
1/27/2022,Lonny,Weglarz,7837214,MR21-06,P,"Boudrie, P",6,11
1/27/2022,Cherelle,Welschmeyer,1780707,MR21-06,P,"Boudrie, P",6,10
1/27/2022,Carry,Ziller,7274114,MR21-06,P,"Boudrie, P",6,10
1/27/2022,Denny,Amazan,2260826,MR21-07,P,"Boudrie, P",7,10
1/27/2022,Maxima,Brzozowski,8841710,MR21-07,P,"Boudrie, P",7,10
1/27/2022,Christa,Cloutier,4075417,MR21-07,P,"Boudrie, P",7,11
1/27/2022,Cecilia,Colaizzo,6813134,MR21-07,P,"Boudrie, P",7,11
1/27/2022,Denae,Eggers,5470364,MR21-07,P,"Boudrie, P",7,11
1/27/2022,Nieves,Gotter,5666165,MR21-07,A,"Boudrie, P",7,10
1/27/2022,Shonda,Greenbush,8725277,MR21-07,P,"Boudrie, P",7,10
1/27/2022,Florinda,Haycock,6255623,MR21-07,P,"Boudrie, P",7,11
1/27/2022,Lang,Heuring,6217162,MR21-07,A,"Boudrie, P",7,10
1/27/2022,Marguerita,Hiatt,5467567,MR21-07,P,"Boudrie, P",7,11
1/27/2022,Alesia,Hixenbaugh,8155508,MR21-07,P,"Boudrie, P",7,11
1/27/2022,Alline,Jeanty,4355326,MR21-07,P,"Boudrie, P",7,11
1/27/2022,Deeanna,Juhas,3702313,MR21-07,P,"Boudrie, P",7,11
1/27/2022,Carla,Kallenberger,6140864,MR21-07,P,"Boudrie, P",7,11
1/27/2022,Jolene,Ostolaza,8826224,MR21-07,P,"Boudrie, P",7,10
1/27/2022,Rozella,Ostrosky,2565811,MR21-07,P,"Boudrie, P",7,10
1/27/2022,Hui,Portaro,3536254,MR21-07,P,"Boudrie, P",7,11
1/27/2022,Leota,Ragel,6522230,MR21-07,P,"Boudrie, P",7,10
1/27/2022,Margo,Rand,2773440,MR21-07,P,"Boudrie, P",7,10
1/27/2022,Ria,Steinhorst,2055678,MR21-07,A,"Boudrie, P",7,11
1/27/2022,Slyvia,Stockham,6043235,MR21-07,P,"Boudrie, P",7,10
1/27/2022,Art,Venere,4300616,MR21-07,A,"Boudrie, P",7,11
1/27/2022,Stevie,Westerbeck,4354813,MR21-07,P,"Boudrie, P",7,10
1/27/2022,Tuyet,Abramovitz,4273214,MR21-08,P,"Boudrie, P",8,10
1/27/2022,Delmy,Ahle,562453,MR21-08,P,"Boudrie, P",8,11
1/27/2022,Janna,Bastain,8555356,MR21-08,P,"Boudrie, P",8,11
1/27/2022,Sonia,Blan,6238256,MR21-08,P,"Boudrie, P",8,11
1/27/2022,Carlee,Boulter,1241536,MR21-08,P,"Boudrie, P",8,10
1/27/2022,Sarah,Candlish,5535270,MR21-08,P,"Boudrie, P",8,11
1/27/2022,Avery,Demus,4675147,MR21-08,P,"Boudrie, P",8,10
1/27/2022,Izetta,Dewar,4852633,MR21-08,A,"Boudrie, P",8,10
1/27/2022,Roselle,Estell,1177373,MR21-08,P,"Boudrie, P",8,11
1/27/2022,Trevor,Harnist,363856,MR21-08,P,"Boudrie, P",8,11
1/27/2022,Marleen,Hennon,3437724,MR21-08,P,"Boudrie, P",8,10
1/27/2022,Regenia,Kannady,6432220,MR21-08,A,"Boudrie, P",8,11
1/27/2022,Phil,Kuechler,7662643,MR21-08,P,"Boudrie, P",8,11
1/27/2022,Willow,Kusko,1646310,MR21-08,P,"Boudrie, P",8,10
1/27/2022,Madonna,Landman,3366271,MR21-08,P,"Boudrie, P",8,10
1/27/2022,Vallie,Mondella,5322366,MR21-08,P,"Boudrie, P",8,11
1/27/2022,Dorsey,Neitzke,7425725,MR21-08,A,"Boudrie, P",8,11
1/27/2022,Vallie,Nigl,3205674,MR21-08,P,"Boudrie, P",8,10
1/27/2022,Myra,Palenik,5223645,MR21-08,P,"Boudrie, P",8,11
1/27/2022,Marnie,Purslow,3156540,MR21-08,P,"Boudrie, P",8,11
1/27/2022,Krissy,Rauser,5243777,MR21-08,P,"Boudrie, P",8,10
1/27/2022,Marcelle,Staie,6245138,MR21-08,P,"Boudrie, P",8,10
1/27/2022,Lea,Steinhaus,6325162,MR21-08,P,"Boudrie, P",8,11
1/27/2022,Whitley,Tomasulo,6464435,MR21-08,P,"Boudrie, P",8,10
1/27/2022,Ciara,Ventura,5656312,MR21-08,P,"Boudrie, P",8,11
1/27/2022,Rochell,Wetherby,5007656,MR21-08,P,"Boudrie, P",8,11
1/28/2022,Von,Aprigliano,8372565,MR21-01,P,"Boudrie, P",1,11
1/28/2022,Darci,Arau,2726241,MR21-01,A,"Boudrie, P",1,10
1/28/2022,Rhea,Aredondo,4547516,MR21-01,A,"Boudrie, P",1,10
1/28/2022,Alyce,Arias,6333332,MR21-01,A,"Boudrie, P",1,10
1/28/2022,Kallie,Blackwood,3717304,MR21-01,P,"Boudrie, P",1,10
1/28/2022,Edmond,Buettner,6215623,MR21-01,P,"Boudrie, P",1,10
1/28/2022,Scarlet,Cartan,8472224,MR21-01,A,"Boudrie, P",1,11
1/28/2022,Ezekiel,Chui,2375705,MR21-01,P,"Boudrie, P",1,11
1/28/2022,Beatriz,Corrington,2273236,MR21-01,A,"Boudrie, P",1,11
1/28/2022,Diane,Devreese,6245601,MR21-01,P,"Boudrie, P",1,11
1/28/2022,Miss,Dunning,6056457,MR21-01,P,"Boudrie, P",1,10
1/28/2022,Mabel,Elmquist,7112208,MR21-01,P,"Boudrie, P",1,10
1/28/2022,Ming,Eskew,1223285,MR21-01,P,"Boudrie, P",1,11
1/28/2022,Effie,Frymark,6073772,MR21-01,P,"Boudrie, P",1,11
1/28/2022,Lyla,Fucillo,4151320,MR21-01,P,"Boudrie, P",1,10
1/28/2022,Nobuko,Halsey,6366561,MR21-01,P,"Boudrie, P",1,10
1/28/2022,Felix,Hirpara,7340555,MR21-01,P,"Boudrie, P",1,11
1/28/2022,Brendan,Kasperek,2537651,MR21-01,P,"Boudrie, P",1,10
1/28/2022,Nguyet,Kitchens,1132735,MR21-01,P,"Boudrie, P",1,11
1/28/2022,Ma,Layous,1633611,MR21-01,P,"Boudrie, P",1,11
1/28/2022,Leonora,Mauson,8666660,MR21-01,A,"Boudrie, P",1,10
1/28/2022,Ashton,Nitchals,5541156,MR21-01,P,"Boudrie, P",1,11
1/28/2022,Antione,Onofrio,51323,MR21-01,P,"Boudrie, P",1,11
1/28/2022,Demetra,Peth,5765171,MR21-01,A,"Boudrie, P",1,10
1/28/2022,Ryan,Phibbs,1426614,MR21-01,P,"Boudrie, P",1,11
1/28/2022,Kimbery,Plikerd,5075222,MR21-01,A,"Boudrie, P",1,10
1/28/2022,Helene,Rodenberger,5423145,MR21-01,P,"Boudrie, P",1,11
1/28/2022,Twila,Shadle,5545374,MR21-01,P,"Boudrie, P",1,10
1/28/2022,Hermila,Thyberg,4716256,MR21-01,P,"Boudrie, P",1,10
1/28/2022,Jamal,Vanausdal,1565272,MR21-01,P,"Boudrie, P",1,10
1/28/2022,Nana,Wrinkles,7750264,MR21-01,P,"Boudrie, P",1,11
1/28/2022,Jaclyn,Bachman,7551586,MR21-03,A,"Boudrie, P",3,11
1/28/2022,Jina,Briddick,1743174,MR21-03,P,"Boudrie, P",3,10
1/28/2022,Karina,Cortesi,7514732,MR21-03,P,"Boudrie, P",3,11
1/28/2022,Jacinta,Deppen,8753727,MR21-03,A,"Boudrie, P",3,10
1/28/2022,Troy,Dicus,7645254,MR21-03,A,"Boudrie, P",3,10
1/28/2022,Lonna,Diestel,661138,MR21-03,P,"Boudrie, P",3,10
1/28/2022,Jules,Erichsen,6252075,MR21-03,P,"Boudrie, P",3,11
1/28/2022,Christiane,Eschberger,6767650,MR21-03,P,"Boudrie, P",3,11
1/28/2022,Stephanie,Garlett,4575613,MR21-03,P,"Boudrie, P",3,10
1/28/2022,Rene,Granier,4262763,MR21-03,P,"Boudrie, P",3,11
1/28/2022,Jillian,Hailstone,5352563,MR21-03,P,"Boudrie, P",3,10
1/28/2022,Lera,Hua,6767243,MR21-03,P,"Boudrie, P",3,10
1/28/2022,Deandrea,Hughey,1578464,MR21-03,P,"Boudrie, P",3,10
1/28/2022,Bok,Isaacs,1165642,MR21-03,A,"Boudrie, P",3,11
1/28/2022,Chau,Kitzman,5773524,MR21-03,P,"Boudrie, P",3,10
1/28/2022,Noe,Kotz,6822142,MR21-03,P,"Boudrie, P",3,10
1/28/2022,Lavelle,Lillywhite,2422074,MR21-03,A,"Boudrie, P",3,11
1/28/2022,Maile,Linahan,461667,MR21-03,A,"Boudrie, P",3,11
1/28/2022,Florinda,Mackedanz,3775207,MR21-03,P,"Boudrie, P",3,10
1/28/2022,Darell,Mcalarney,1362256,MR21-03,P,"Boudrie, P",3,10
1/28/2022,Nu,Mcnease,2034216,MR21-03,P,"Boudrie, P",3,10
1/28/2022,Clemencia,Momplaisir,5670521,MR21-03,P,"Boudrie, P",3,10
1/28/2022,Yaeko,Orndoff,2332431,MR21-03,P,"Boudrie, P",3,10
1/28/2022,Crissy,Pacholec,7507023,MR21-03,P,"Boudrie, P",3,10
1/28/2022,Tequila,Pelletier,7070761,MR21-03,P,"Boudrie, P",3,10
1/28/2022,Nieves,Planty,3831717,MR21-03,P,"Boudrie, P",3,10
1/28/2022,Jacqueline,Rowling,7624521,MR21-03,P,"Boudrie, P",3,10
1/28/2022,Youlanda,Schemmer,6652226,MR21-03,P,"Boudrie, P",3,10
1/28/2022,Hillary,Skulski,1132227,MR21-03,P,"Boudrie, P",3,10
1/28/2022,Cletus,Stapels,7871543,MR21-03,P,"Boudrie, P",3,11
1/28/2022,Portia,Stimmel,6564756,MR21-03,P,"Boudrie, P",3,10
1/28/2022,Miesha,Walen,4432153,MR21-03,P,"Boudrie, P",3,10
1/28/2022,Shakira,Westervelt,6308488,MR21-03,P,"Boudrie, P",3,10
1/28/2022,Cassi,Wildfong,7407022,MR21-03,P,"Boudrie, P",3,11
1/28/2022,Barbra,Adkin,5053664,MR21-06,A,"Boudrie, P",6,10
1/28/2022,Melynda,Anstead,2114223,MR21-06,P,"Boudrie, P",6,10
1/28/2022,Aleisha,Areizaga,2625514,MR21-06,P,"Boudrie, P",6,10
1/28/2022,Elvera,Benimadho,734231,MR21-06,P,"Boudrie, P",6,10
1/28/2022,Sharen,Bourbon,5386535,MR21-06,P,"Boudrie, P",6,10
1/28/2022,Tandra,Castillanos,2062615,MR21-06,P,"Boudrie, P",6,10
1/28/2022,Ammie,Corrio,7708510,MR21-06,P,"Boudrie, P",6,11
1/28/2022,Bev,Dermo,716723,MR21-06,A,"Boudrie, P",6,10
1/28/2022,Adela,Echegoyen,3246307,MR21-06,P,"Boudrie, P",6,10
1/28/2022,Jesusita,Flister,4388827,MR21-06,P,"Boudrie, P",6,11
1/28/2022,Lasandra,Frisinger,6160373,MR21-06,P,"Boudrie, P",6,11
1/28/2022,Janey,Gabisi,7454610,MR21-06,A,"Boudrie, P",6,10
1/28/2022,Rebecka,Gesick,5156147,MR21-06,P,"Boudrie, P",6,10
1/28/2022,Brittni,Gillaspie,2772578,MR21-06,P,"Boudrie, P",6,11
1/28/2022,Lavonda,Hengel,6221852,MR21-06,A,"Boudrie, P",6,10
1/28/2022,Noemi,Ill,7761232,MR21-06,A,"Boudrie, P",6,11
1/28/2022,Kate,Keneipp,3451621,MR21-06,A,"Boudrie, P",6,10
1/28/2022,Dean,Ketelsen,6714140,MR21-06,P,"Boudrie, P",6,11
1/28/2022,Leontine,Lafoy,1523513,MR21-06,P,"Boudrie, P",6,10
1/28/2022,Elza,Lipke,2660148,MR21-06,A,"Boudrie, P",6,10
1/28/2022,Corinne,Loder,1667724,MR21-06,P,"Boudrie, P",6,10
1/28/2022,Markus,Lukasik,7742321,MR21-06,P,"Boudrie, P",6,11
1/28/2022,Blair,Malet,7822000,MR21-06,P,"Boudrie, P",6,10
1/28/2022,Lauryn,Randol,5536817,MR21-06,P,"Boudrie, P",6,11
1/28/2022,Jimmie,Snelling,4811256,MR21-06,P,"Boudrie, P",6,10
1/28/2022,Layla,Springe,2734258,MR21-06,A,"Boudrie, P",6,10
1/28/2022,Miriam,Stakes,6726488,MR21-06,P,"Boudrie, P",6,10
1/28/2022,Odette,Thigpen,5366787,MR21-06,P,"Boudrie, P",6,11
1/28/2022,Catalina,Tillotson,6347144,MR21-06,P,"Boudrie, P",6,11
1/28/2022,Lonny,Weglarz,7837214,MR21-06,P,"Boudrie, P",6,11
1/28/2022,Cherelle,Welschmeyer,1780707,MR21-06,P,"Boudrie, P",6,10
1/28/2022,Carry,Ziller,7274114,MR21-06,P,"Boudrie, P",6,10
1/28/2022,Denny,Amazan,2260826,MR21-07,A,"Boudrie, P",7,10
1/28/2022,Maxima,Brzozowski,8841710,MR21-07,P,"Boudrie, P",7,10
1/28/2022,Christa,Cloutier,4075417,MR21-07,P,"Boudrie, P",7,11
1/28/2022,Cecilia,Colaizzo,6813134,MR21-07,A,"Boudrie, P",7,11
1/28/2022,Denae,Eggers,5470364,MR21-07,P,"Boudrie, P",7,11
1/28/2022,Nieves,Gotter,5666165,MR21-07,A,"Boudrie, P",7,10
1/28/2022,Shonda,Greenbush,8725277,MR21-07,P,"Boudrie, P",7,10
1/28/2022,Florinda,Haycock,6255623,MR21-07,P,"Boudrie, P",7,11
1/28/2022,Lang,Heuring,6217162,MR21-07,A,"Boudrie, P",7,10
1/28/2022,Marguerita,Hiatt,5467567,MR21-07,P,"Boudrie, P",7,11
1/28/2022,Alesia,Hixenbaugh,8155508,MR21-07,P,"Boudrie, P",7,11
1/28/2022,Alline,Jeanty,4355326,MR21-07,P,"Boudrie, P",7,11
1/28/2022,Deeanna,Juhas,3702313,MR21-07,P,"Boudrie, P",7,11
1/28/2022,Carla,Kallenberger,6140864,MR21-07,P,"Boudrie, P",7,11
1/28/2022,Jolene,Ostolaza,8826224,MR21-07,P,"Boudrie, P",7,10
1/28/2022,Rozella,Ostrosky,2565811,MR21-07,P,"Boudrie, P",7,10
1/28/2022,Hui,Portaro,3536254,MR21-07,P,"Boudrie, P",7,11
1/28/2022,Leota,Ragel,6522230,MR21-07,P,"Boudrie, P",7,10
1/28/2022,Margo,Rand,2773440,MR21-07,P,"Boudrie, P",7,10
1/28/2022,Ria,Steinhorst,2055678,MR21-07,A,"Boudrie, P",7,11
1/28/2022,Slyvia,Stockham,6043235,MR21-07,P,"Boudrie, P",7,10
1/28/2022,Art,Venere,4300616,MR21-07,A,"Boudrie, P",7,11
1/28/2022,Stevie,Westerbeck,4354813,MR21-07,P,"Boudrie, P",7,10
1/28/2022,Tuyet,Abramovitz,4273214,MR21-08,P,"Boudrie, P",8,10
1/28/2022,Delmy,Ahle,562453,MR21-08,P,"Boudrie, P",8,11
1/28/2022,Janna,Bastain,8555356,MR21-08,A,"Boudrie, P",8,11
1/28/2022,Sonia,Blan,6238256,MR21-08,P,"Boudrie, P",8,11
1/28/2022,Carlee,Boulter,1241536,MR21-08,P,"Boudrie, P",8,10
1/28/2022,Sarah,Candlish,5535270,MR21-08,P,"Boudrie, P",8,11
1/28/2022,Avery,Demus,4675147,MR21-08,P,"Boudrie, P",8,10
1/28/2022,Izetta,Dewar,4852633,MR21-08,P,"Boudrie, P",8,10
1/28/2022,Roselle,Estell,1177373,MR21-08,P,"Boudrie, P",8,11
1/28/2022,Trevor,Harnist,363856,MR21-08,P,"Boudrie, P",8,11
1/28/2022,Marleen,Hennon,3437724,MR21-08,P,"Boudrie, P",8,10
1/28/2022,Regenia,Kannady,6432220,MR21-08,A,"Boudrie, P",8,11
1/28/2022,Phil,Kuechler,7662643,MR21-08,P,"Boudrie, P",8,11
1/28/2022,Willow,Kusko,1646310,MR21-08,P,"Boudrie, P",8,10
1/28/2022,Madonna,Landman,3366271,MR21-08,P,"Boudrie, P",8,10
1/28/2022,Vallie,Mondella,5322366,MR21-08,P,"Boudrie, P",8,11
1/28/2022,Dorsey,Neitzke,7425725,MR21-08,A,"Boudrie, P",8,11
1/28/2022,Vallie,Nigl,3205674,MR21-08,P,"Boudrie, P",8,10
1/28/2022,Myra,Palenik,5223645,MR21-08,P,"Boudrie, P",8,11
1/28/2022,Marnie,Purslow,3156540,MR21-08,P,"Boudrie, P",8,11
1/28/2022,Krissy,Rauser,5243777,MR21-08,P,"Boudrie, P",8,10
1/28/2022,Marcelle,Staie,6245138,MR21-08,P,"Boudrie, P",8,10
1/28/2022,Lea,Steinhaus,6325162,MR21-08,P,"Boudrie, P",8,11
1/28/2022,Whitley,Tomasulo,6464435,MR21-08,P,"Boudrie, P",8,10
1/28/2022,Ciara,Ventura,5656312,MR21-08,A,"Boudrie, P",8,11
1/28/2022,Rochell,Wetherby,5007656,MR21-08,P,"Boudrie, P",8,11
1/24/2022,Louvenia,Beech,1731103,AN11-01,P,"Bourbonnais, L",4,9
1/24/2022,Viola,Bitsuie,4032632,AN11-01,P,"Bourbonnais, L",4,9
1/24/2022,Joni,Breland,6615732,AN11-01,P,"Bourbonnais, L",4,9
1/24/2022,Lauran,Burnard,6513781,AN11-01,P,"Bourbonnais, L",4,9
1/24/2022,Buddy,Cloney,5570734,AN11-01,P,"Bourbonnais, L",4,9
1/24/2022,Georgiana,Colbath,4458257,AN11-01,P,"Bourbonnais, L",4,9
1/24/2022,Lezlie,Craghead,6147281,AN11-01,P,"Bourbonnais, L",4,9
1/24/2022,Leota,Dilliard,6738564,AN11-01,P,"Bourbonnais, L",4,9
1/24/2022,Johnna,Engelberg,1484624,AN11-01,A,"Bourbonnais, L",4,9
1/24/2022,Sabine,Kaea,7171441,AN11-01,P,"Bourbonnais, L",4,9
1/24/2022,Karl,Klonowski,7706875,AN11-01,P,"Bourbonnais, L",4,9
1/24/2022,Arlene,Klusman,467715,AN11-01,P,"Bourbonnais, L",4,9
1/24/2022,Willodean,Konopacki,2763625,AN11-01,P,"Bourbonnais, L",4,9
1/24/2022,Nan,Koppinger,2875470,AN11-01,P,"Bourbonnais, L",4,9
1/24/2022,Reyes,Mesmer,5245277,AN11-01,P,"Bourbonnais, L",4,9
1/24/2022,Desirae,Oien,2667707,AN11-01,P,"Bourbonnais, L",4,9
1/24/2022,Annice,Peckens,8544776,AN11-01,P,"Bourbonnais, L",4,9
1/24/2022,Esteban,Plantenberg,2632371,AN11-01,P,"Bourbonnais, L",4,9
1/24/2022,Bo,Sabota,1257563,AN11-01,P,"Bourbonnais, L",4,9
1/24/2022,Cristal,Samara,6520711,AN11-01,P,"Bourbonnais, L",4,9
1/24/2022,Jesusa,Shin,3051712,AN11-01,P,"Bourbonnais, L",4,9
1/24/2022,Wayne,Shivers,4552275,AN11-01,P,"Bourbonnais, L",4,9
1/24/2022,Beckie,Silvestrini,1224446,AN11-01,P,"Bourbonnais, L",4,9
1/24/2022,Tiffiny,Steffensmeier,325773,AN11-01,P,"Bourbonnais, L",4,9
1/24/2022,Malissa,Talty,6731361,AN11-01,A,"Bourbonnais, L",4,9
1/24/2022,Amber,Windell,7804554,AN11-01,P,"Bourbonnais, L",4,9
1/24/2022,Asha,Zoldak,1733265,AN11-01,A,"Bourbonnais, L",4,9
1/24/2022,Carissa,Batman,2626271,AN11-02,P,"Bourbonnais, L",8,9
1/24/2022,Gianna,Branin,5035235,AN11-02,P,"Bourbonnais, L",8,9
1/24/2022,Timothy,Bussert,3756627,AN11-02,P,"Bourbonnais, L",8,9
1/24/2022,Tawna,Buvens,1262527,AN11-02,P,"Bourbonnais, L",8,9
1/24/2022,Jarod,Catalina,5622347,AN11-02,P,"Bourbonnais, L",8,9
1/24/2022,Jeanice,Claucherty,8711638,AN11-02,P,"Bourbonnais, L",8,9
1/24/2022,Carmela,Cookey,3548277,AN11-02,P,"Bourbonnais, L",8,9
1/24/2022,Detra,Coyier,8646178,AN11-02,P,"Bourbonnais, L",8,9
1/24/2022,Titus,Dugre,2373784,AN11-02,P,"Bourbonnais, L",8,9
1/24/2022,Natalie,Fern,5580276,AN11-02,P,"Bourbonnais, L",8,9
1/24/2022,Fletcher,Flosi,277725,AN11-02,P,"Bourbonnais, L",8,9
1/24/2022,Mable,Goerke,7627000,AN11-02,P,"Bourbonnais, L",8,9
1/24/2022,Clay,Hoa,522651,AN11-02,P,"Bourbonnais, L",8,9
1/24/2022,Colette,Kardas,5626341,AN11-02,P,"Bourbonnais, L",8,9
1/24/2022,Salena,Karpel,3463378,AN11-02,P,"Bourbonnais, L",8,9
1/24/2022,Shawnee,Kesten,1145323,AN11-02,P,"Bourbonnais, L",8,9
1/24/2022,Gail,Kitty,7024123,AN11-02,P,"Bourbonnais, L",8,9
1/24/2022,Melodie,Knipp,8026857,AN11-02,P,"Bourbonnais, L",8,9
1/24/2022,Boris,Latif,4631563,AN11-02,P,"Bourbonnais, L",8,9
1/24/2022,Fannie,Lungren,7283251,AN11-02,A,"Bourbonnais, L",8,9
1/24/2022,Steffanie,Meinen,7217245,AN11-02,P,"Bourbonnais, L",8,9
1/24/2022,Noble,Miyata,4142434,AN11-02,P,"Bourbonnais, L",8,9
1/24/2022,Brinda,Mrkvicka,5165341,AN11-02,P,"Bourbonnais, L",8,9
1/24/2022,Moon,Parlato,3747144,AN11-02,P,"Bourbonnais, L",8,9
1/24/2022,Jaime,Perugini,5204335,AN11-02,P,"Bourbonnais, L",8,9
1/24/2022,Rickie,Plumer,523441,AN11-02,P,"Bourbonnais, L",8,9
1/24/2022,Cathrine,Pontoriero,1540336,AN11-02,P,"Bourbonnais, L",8,9
1/24/2022,Talia,Riopelle,660436,AN11-02,P,"Bourbonnais, L",8,9
1/24/2022,Shaun,Scovil,3560561,AN11-02,P,"Bourbonnais, L",8,9
1/24/2022,Belen,Strassner,1275476,AN11-02,A,"Bourbonnais, L",8,9
1/24/2022,Veta,Vandeberg,3413744,AN11-02,P,"Bourbonnais, L",8,9
1/24/2022,Amalia,Wolfgang,3168660,AN11-02,A,"Bourbonnais, L",8,9
1/24/2022,Merilyn,Bayless,4244242,AW21-01,P,"Bourbonnais, L",3,12
1/24/2022,Nicolette,Brossart,6767344,AW21-01,P,"Bourbonnais, L",3,12
1/24/2022,Galen,Cantres,6267616,AW21-01,P,"Bourbonnais, L",3,11
1/24/2022,Scarlet,Cartan,8472224,AW21-01,P,"Bourbonnais, L",3,11
1/24/2022,Delsie,Cerao,2142072,AW21-01,P,"Bourbonnais, L",3,12
1/24/2022,Brunilda,Coin,6170541,AW21-01,P,"Bourbonnais, L",3,12
1/24/2022,Beatriz,Corrington,2273236,AW21-01,P,"Bourbonnais, L",3,11
1/24/2022,Josephine,Darakjy,2682613,AW21-01,P,"Bourbonnais, L",3,11
1/24/2022,Derick,Dhamer,6361536,AW21-01,P,"Bourbonnais, L",3,12
1/24/2022,Deonna,Kippley,7843014,AW21-01,P,"Bourbonnais, L",3,12
1/24/2022,Willard,Kolmetz,3814527,AW21-01,P,"Bourbonnais, L",3,12
1/24/2022,Lucina,Lary,5011675,AW21-01,P,"Bourbonnais, L",3,12
1/24/2022,Tom,Loeza,7726530,AW21-01,A,"Bourbonnais, L",3,12
1/24/2022,Elina,Maury,1186286,AW21-01,P,"Bourbonnais, L",3,12
1/24/2022,Marti,Maybury,3543677,AW21-01,P,"Bourbonnais, L",3,12
1/24/2022,Justine,Mugnolo,6122400,AW21-01,P,"Bourbonnais, L",3,11
1/24/2022,Dorsey,Neitzke,7425725,AW21-01,A,"Bourbonnais, L",3,11
1/24/2022,Amie,Perigo,3806521,AW21-01,A,"Bourbonnais, L",3,11
1/24/2022,Jin,Perry,7341513,AW21-01,P,"Bourbonnais, L",3,11
1/24/2022,Leontine,Stalma,1033112,AW21-01,P,"Bourbonnais, L",3,12
1/24/2022,Cordelia,Storment,775624,AW21-01,A,"Bourbonnais, L",3,12
1/24/2022,Lelia,Thiemann,2623576,AW21-01,P,"Bourbonnais, L",3,12
1/24/2022,Monte,Tindal,2216374,AW21-01,P,"Bourbonnais, L",3,12
1/24/2022,Bettina,Vosmus,2248635,AW21-01,P,"Bourbonnais, L",3,12
1/24/2022,Dierdre,Yum,6062256,AW21-01,P,"Bourbonnais, L",3,12
1/25/2022,Louvenia,Beech,1731103,AN11-01,P,"Bourbonnais, L",4,9
1/25/2022,Viola,Bitsuie,4032632,AN11-01,P,"Bourbonnais, L",4,9
1/25/2022,Joni,Breland,6615732,AN11-01,P,"Bourbonnais, L",4,9
1/25/2022,Lauran,Burnard,6513781,AN11-01,P,"Bourbonnais, L",4,9
1/25/2022,Buddy,Cloney,5570734,AN11-01,P,"Bourbonnais, L",4,9
1/25/2022,Georgiana,Colbath,4458257,AN11-01,P,"Bourbonnais, L",4,9
1/25/2022,Lezlie,Craghead,6147281,AN11-01,P,"Bourbonnais, L",4,9
1/25/2022,Leota,Dilliard,6738564,AN11-01,A,"Bourbonnais, L",4,9
1/25/2022,Johnna,Engelberg,1484624,AN11-01,A,"Bourbonnais, L",4,9
1/25/2022,Sabine,Kaea,7171441,AN11-01,A,"Bourbonnais, L",4,9
1/25/2022,Karl,Klonowski,7706875,AN11-01,P,"Bourbonnais, L",4,9
1/25/2022,Arlene,Klusman,467715,AN11-01,P,"Bourbonnais, L",4,9
1/25/2022,Willodean,Konopacki,2763625,AN11-01,P,"Bourbonnais, L",4,9
1/25/2022,Nan,Koppinger,2875470,AN11-01,P,"Bourbonnais, L",4,9
1/25/2022,Reyes,Mesmer,5245277,AN11-01,P,"Bourbonnais, L",4,9
1/25/2022,Desirae,Oien,2667707,AN11-01,P,"Bourbonnais, L",4,9
1/25/2022,Annice,Peckens,8544776,AN11-01,P,"Bourbonnais, L",4,9
1/25/2022,Esteban,Plantenberg,2632371,AN11-01,P,"Bourbonnais, L",4,9
1/25/2022,Bo,Sabota,1257563,AN11-01,P,"Bourbonnais, L",4,9
